cpu-func1,mem-func1,replicas-func1,concurrency-func1,cpu-func2,mem-func2,replicas-func2,concurrency-func2,cpu-func3,mem-func3,replicas-func3,concurrency-func3,cpu-func4,mem-func4,replicas-func4,concurrency-func4,cpu-func5,mem-func5,replicas-func5,concurrency-func5,cpu-func6,mem-func6,replicas-func6,concurrency-func6,func1,cpu,mem,replicas,cpu_metric,thr_metric,mem_metric,network_metric,latency_p75,latency-p95,fucn2,cpu,mem,replicas,cpu_metric,thr_metric,mem_metric,network_metric,latency_p75,latency-p95,func3,cpu,mem,replicas,cpu_metric,thr_metric,mem_metric,network_metric,latency_p75,latency-p95,func4,cpu,mem,replicas,cpu_metric,thr_metric,mem_metric,network_metric,latency_p75,latency-p95,func5,cpu,mem,replicas,cpu_metric,thr_metric,mem_metric,network_metric,latency_p75,latency-p95,func6,cpu,mem,replicas,cpu_metric,thr_metric,mem_metric,network_metric,latency_p75,latency-p95,e2e-latency,p95-latency,thoughput(success),total_request,price,qps
0.2973842115819504,0.7141507340758059,0.5579962325721194,0.42184179380859455,0.2225602050874167,0.7757519412572167,0.928542816251838,0.2,0.2469630894915772,0.6243310345674491,0.5709352036326674,0.8809400577679788,0.27202379941220045,0.2118034233936994,0.4911642559203625,0.450534669634323,0.7970882328718375,0.3604210100903398,0.7676246183544957,0.9237194552550904,0.21193323405629994,0.7375050814068395,0.2,0.6936201112668261,starter,770,1536,4,9.22,132.18,0.36,14729.07,2.97412,5.57762,rgb,639,1646,7,6.1,96.16,0.43,8822.12,3.79035,4.09282,resize,682,1375,4,10.01,114.83,0.49,5459.33,1.88463,3.15148,update,726,636,4,8.36,109.86,1.25,4636.85,3.28442,6.74783,resnet,1645,902,6,12.51,41.73,0.81,3612.93,1.96372,2.29123,mobilenet,621,1578,2,33.37,541.12,4.38,23220.51,15.70577,17.76731,16.664663341310288,24.33112759590149,9,9,4.614717,10
0.8516210693533071,0.5538278779180773,0.8664057634965938,0.23878139486164207,0.3412078768507114,0.946124963167566,0.5628382863813778,0.3467930347150221,0.2,0.29599275366442734,0.4525311788474592,0.34605513002561195,0.9398887589652958,0.2,0.7315803043972418,0.2,0.8705839305191154,0.7719915231588234,0.490463104195494,0.22291509085161965,0.5465085945876949,0.8136426722322303,0.2,0.443370414344621,starter,1740,1248,7,6.93,9.79,0.45,14385.22,0.7733,0.8617,rgb,847,1951,4,14.34,179.67,0.49,19712.48,2.00872,7.23116,resize,600,786,4,19.17,341.38,0.99,8222.24,7.13679,8.5349,update,1895,614,6,7.05,1.25,1.14,5452.48,0.767,0.87826,resnet,1774,1639,4,27.31,101.75,5.65,6763.73,2.00673,2.27498,mobilenet,1206,1714,2,37.63,298.99,0.9,39691.36,3.2885,6.36875,12.273846864700317,24.541729068756105,17,20,7.120582000000001,10
0.8034324358566228,0.4899046528061304,0.22124545121334638,0.4799837855921776,0.5652464056347413,0.7486333741331137,0.996169343995143,0.9245348243784436,0.9647134951623274,0.6385473557572061,0.5905344816873181,0.960141924765502,0.35397464089712316,0.2,0.45867550251971145,0.2286851189061102,0.7239582728150222,0.25233420935905293,0.34916105417573107,0.595532478017806,0.8570001193348008,0.2,0.2,0.974392501865889,starter,1656,1134,2,33.28,135.78,2.41,62887.37,1.69273,3.52235,rgb,1239,1598,7,9.59,22.81,0.51,17311.66,0.99414,2.9114,resize,1938,1400,5,13.26,8.85,0.59,7794.26,0.76245,0.98307,update,869,614,4,16.56,191.24,1.85,10162.76,1.60424,2.74478,resnet,1517,708,3,38.8,271.12,24.07,11088.27,3.34009,4.40065,mobilenet,1750,614,2,56.78,327.71,1.61,69729.7,1.70053,2.55791,8.594412710355675,12.668385028839111,23,31,6.05909,10
0.2,0.3500653896758402,0.8404132543725168,0.710237440529332,0.3342559642748598,0.3482602824513751,0.6500329581799215,0.6783977884712153,0.2,0.33805581623194836,0.7244291692980366,0.8114020424866334,0.2454677788821309,0.26569764786044536,0.2,0.2,0.2551633548242447,0.2,0.23265016692355456,0.9485756253001039,0.8496524897580695,0.2,0.5509765930527856,0.6548090117868755,starter,600,883,6,9.16,161.27,0.91,10393.06,7.06173,7.61494,rgb,835,880,5,8.21,82.41,0.71,12964.75,3.94816,5.5935,resize,600,862,6,7.53,137.4,0.68,4239.59,3.06577,7.22747,update,680,732,2,19.57,273.1,2.36,10684.4,2.55176,2.93981,resnet,697,614,2,24.5,478.4,1.55,8838.47,7.38288,10.29292,mobilenet,1737,614,4,13.28,62.6,1.97,15757.37,1.31068,2.41962,18.584099411964417,25.336299169063565,4,10,3.8865370000000006,10
0.2,0.2,0.43614323638969066,0.32813574952005375,0.9220570609055107,0.2,0.2,0.2,0.2,0.26408943989406863,0.2,0.5441472102694285,0.7238534951333053,0.6977539425580663,0.2,0.45106967254253116,0.2868741254474937,0.2627930937548959,0.33526745087445164,0.33415830894440923,0.7435459855112256,0.6599424030412188,0.5486712953036161,0.312654490232261,starter,600,614,4,12.4,228.11,1.58,15576.65,4.06739,6.47018,rgb,1864,614,2,17.59,31.22,1.44,26803.95,0.8217,0.8544,resize,600,729,2,31.88,590.37,4,10056.94,10.05808,11.43144,update,1517,1506,2,17.01,44.41,1.14,9688.66,0.96356,1.58975,resnet,752,727,3,27.36,358.48,17.05,4303.78,8.92023,12.4571,mobilenet,1551,1439,4,15.73,72.32,0.52,15681.97,1.28505,1.73601,20.492852846781414,26.735141277313232,9,12,3.4492979999999998,10
0.7790560324091097,0.2,0.9321360363501476,0.32068856822600567,0.2,0.2,0.33097414881306797,0.35770023244381166,0.5357496226138513,0.2,0.5364814124029802,0.6586446822126977,0.8405270615599616,0.26321370403615796,0.4854172829804648,0.32204737239524617,0.7925633990798339,0.9352884154466221,0.7727272004160423,0.8317010232439903,0.7326926508463264,0.903918032331661,0.2,0.5900737511617973,starter,1613,614,7,7.36,13,0.94,13123.65,0.80655,1.81819,rgb,600,614,3,28.19,546.34,3.49,29888.49,6.57098,7.70001,resize,1188,614,4,11.72,24.66,2,8306.75,1.1779,1.40877,update,1721,728,4,9.15,2.61,1,7964.82,0.76491,1.00639,resnet,1637,1932,6,22.62,95.4,5.46,5531.45,2.46645,2.88809,mobilenet,1532,1876,2,50.82,299.52,0.51,30212.38,3.13924,5.96024,10.511753299961919,16.26779065132141,23,23,6.829273000000001,10
0.9608739654787216,0.6874880765136414,0.6472788752264699,0.6961740541658267,0.2,0.2,0.9418085666800227,0.2405677645548686,0.3340957037893607,0.7127592225459757,0.5370524268248917,0.3176840890737658,0.8028947020405064,0.6374031122026467,0.47146930533280274,0.9219714646389244,0.819532024337696,0.6026790673424042,0.22612738909877095,0.5730075276363157,0.793379094596546,0.3467769143413446,0.4540151559513994,0.8455415645912616,starter,1932,1488,5,10.01,21.63,0.41,18783.78,0.78908,2.03719,rgb,600,614,7,9.44,175.1,1.09,13262.42,3.10671,3.77124,resize,835,1533,4,13.34,139.55,0.54,7739.14,2.00625,3.47181,update,1655,1398,4,11.38,14.69,0.6,8410.33,0.94433,1.32444,resnet,1684,1336,2,77.26,438.2,44.51,13663,5.24036,8.82447,mobilenet,1638,877,4,22.91,114.12,0.88,20940.72,1.58467,1.9615,9.748330855369568,13.425037288665772,20,20,6.192724,10
0.43241856676091694,0.21719670537725744,0.8106364104384447,0.9503856042374723,0.5364225771970845,0.8318642979588025,0.9344036550110203,0.7002942208797295,0.2,0.2,0.2,0.781627315946463,0.900122301990632,0.6994246776079367,0.749125705897891,0.7919764646860235,0.9914155792995458,0.2,0.25848281111980664,0.746536069548583,0.8425345654244268,0.2,0.32438503609231906,0.2464438324937962,starter,1007,645,6,6.85,45.34,0.84,11798.33,2.80699,3.51937,rgb,1189,1747,7,5.78,23.89,0.35,10132.86,1.41467,2.23677,resize,600,614,2,25.6,526.33,3.23,12076.72,13.15855,13.90742,update,1825,1509,6,4.34,4.8,0.36,2743.29,0.98198,1.18112,resnet,1985,614,2,23.5,86.25,1.49,5515.06,2.28577,3.3621,mobilenet,1724,614,3,23.18,87.35,1.25,17046.1,1.81626,2.62807,16.79175689816475,21.62875361442566,8,13,6.522073000000001,10
0.2,0.22970555805597703,0.31714220215445954,0.5852577635883984,0.4035822566590769,0.30197787703661017,0.9406661559605713,0.4948935663966275,0.28029976428815984,0.37120729628435056,0.23501521176009665,0.6068731228080387,0.6049305164267812,0.3111272369675273,0.5818767600645516,0.8994652782425563,0.43949831138263207,0.5090986272430694,0.7878528252213298,0.5475854426295227,0.2,0.6406711578147994,0.2512447574547857,0.2,starter,600,668,3,18.59,378.94,3.06,21088.26,9.67027,14.14477,rgb,956,797,7,5.27,43.74,1.03,7245.07,1.73219,2.78846,resize,741,921,2,16.4,205.38,1.37,11046.4,3.09579,5.79007,update,1309,814,5,5.79,5.64,0.72,4113.84,0.77327,1.26188,resnet,1019,1168,6,13.86,99.29,3.91,3332.28,2.88716,9.99906,mobilenet,600,1404,2,13.56,299.35,0.47,16061.67,6.4647,6.81233,16.8072863306318,22.428250432014465,7,12,4.402841,10
0.6042360118416007,0.7692776357126437,0.908403644004519,0.8348753938675845,0.9759811506082693,0.4062231540225941,0.7604026895193884,0.7078176616186586,0.27740806746879887,0.2,0.6956383592808022,0.2,0.2,0.44600562704336,0.6118810810937191,0.3109678488093752,0.2,0.21573639749550277,0.8552819667702749,0.417556861684513,0.9240459694740104,0.995350241371162,0.2,0.6683347369153785,starter,1307,1635,7,6.53,25.72,0.31,10352.61,1.30755,3.13209,rgb,1958,984,6,7.21,3.41,0.67,12650.41,0.8107,0.84259,resize,735,614,5,8.06,97.79,1.08,5449.78,1.84348,2.62702,update,600,1055,5,11.78,216.4,0.64,4851.8,3.84799,4.58838,resnet,600,643,6,17.16,336.9,17.03,4316.06,9.21075,14.33912,mobilenet,1867,2040,2,38.88,197.09,1.08,27756.29,1.75834,3.48493,14.95836124420166,20.87801476716995,10,15,6.442322,10
0.40097090580987826,0.7771980385417248,0.2,0.2,0.2,0.87201545610748,0.7950703893886769,0.2,0.9863900988871382,0.2,0.2,0.7350772425124841,0.45194327785357136,0.2,0.46558655449174746,0.34192268810636994,0.7858613169417002,0.5525351710531062,0.90252532696036,0.34943825027238595,0.7203211061367037,0.2018531032857056,0.2,0.60872026608109,starter,952,1649,2,24.47,178.75,0.69,56506.46,1.2056,2.11323,rgb,600,1819,6,11.06,214.92,0.37,17054.6,3.60021,4.33569,resize,1976,614,2,32.12,69.31,1.78,18624.25,1.12485,1.32964,update,1041,614,4,16.1,53.21,2.47,7989.76,1.36953,1.83548,resnet,1625,1246,7,21.13,79.45,5.19,5286.77,2.13865,3.73724,mobilenet,1511,618,2,71.81,436.77,1.59,53754.63,2.87567,5.41684,8.628191361060509,10.845236003398895,26,34,5.181189000000001,10
0.846781264010791,0.7359520905666573,0.296848765332525,0.8103443726013385,0.2,0.8556982058423547,0.20794078648808267,0.47064290704326617,0.2,0.23415531748039287,0.8016578471394405,0.5412826839933044,0.48077998536890165,0.7233328539540993,0.20950925655117114,0.2199576643028247,0.9713042024979875,0.6283558618325594,0.8795007047178857,0.4650045796464225,0.2984372085505095,0.4293713379137135,0.5512073573172288,0.23567412724309367,starter,1732,1575,3,16.5,52.21,0.45,27852.84,1.54265,2.11467,rgb,600,1789,2,22.83,502.99,0.98,24392.56,11.74801,12.95956,resize,600,676,6,9.05,153.92,1.9,3174.02,1.88656,5.50932,update,1091,1552,2,15.38,68.09,0.74,9303.58,1.30943,2.0249,resnet,1950,1382,7,9.3,30.65,0.56,1886.92,1.72612,3.24859,mobilenet,772,1025,4,17.74,238.25,3.91,15869.96,3.77994,4.66726,14.161499351263046,21.440615701675416,8,18,5.353312,10
0.4011428657787546,0.2,0.6406363638065445,0.9835761876344998,0.42611925630385106,0.9963987928925425,0.2879681369367416,0.2,0.6515158366172685,0.299059968755093,0.9051018052934319,0.34179601633520074,0.4907368053186858,0.2,0.2,0.29849575681605933,0.2,0.2,0.47884027192636835,0.6837393766390635,0.8511250151166612,0.9417143627466042,0.7521336475620833,0.5850666521238252,starter,952,614,5,8.58,64.32,0.92,14074.86,1.76814,3.61598,rgb,996,2042,3,12.25,53.81,0.39,21218.64,1.3566,1.95781,resize,1390,792,7,5.24,13.07,0.78,3552.96,1.01441,1.08097,update,1109,614,2,20.99,86.87,1.52,11088.31,1.42768,1.84931,resnet,600,614,4,30.19,575.92,13.91,6160.3,11.61565,16.546,mobilenet,1739,1944,6,11.84,51.63,0.34,11911,1.15925,1.57163,14.876579602559408,20.437225317955015,12,14,5.988746000000001,10
0.7531503631200597,0.7109428966043628,0.2,0.6828595741495687,0.2,0.5210460033034485,0.8304270773293863,0.4206091187134846,0.2,0.2,0.20025546223467694,0.614377942479958,0.8343534872578906,0.35385268950355975,0.7300616891108527,0.7691315451214157,0.9989015381935988,0.6382343962160097,0.9058177008920861,0.7956814266567926,0.6082143244381507,0.44632025401306896,0.2,0.6644957696295323,starter,1568,1530,2,17.95,90.62,0.48,42413.56,2.7556,2.85242,rgb,600,1190,6,10.38,187.14,0.54,10840.41,4.22841,9.38572,resize,600,614,2,28.57,513.59,6.73,13368.4,11.61666,12.83875,update,1710,890,6,3.88,4.31,0.79,3234.81,0.80434,0.90075,resnet,1998,1400,7,11.02,27.83,0.48,2512.39,1.64128,2.14062,mobilenet,1314,1056,2,27.45,201.07,5.32,21878.75,2.37512,5.07507,16.584704685211182,25.366069865226745,15,16,6.366289999999999,10
